ipa,id,description,ph.anterior,ph.approximant,ph.atr,ph.back,ph.click,ph.consonantal,ph.constr,ph.continuant,ph.coronal,ph.delrel,ph.distributed,ph.dorsal,ph.ejective,ph.fortis,ph.front,ph.high,ph.implosive,ph.labial,ph.labiodental,ph.lateral,ph.long,ph.low,ph.nasal,ph.periodic,ph.pharyngeal,ph.round,ph.rtr,ph.short,ph.sonorant,ph.spread,ph.stress,ph.strident,ph.syllabic,ph.tap,ph.tense,ph.tone,ph.trill,fk.cm,fk.cp,fk.cs,fk.gc,fk.init,fk.phon,fk.pri,fk.pros,fk.sec,fk.tone,fk.vh,fk.vm,fk.vv,notes
x͈,111,(voiceless) (fortis) (velar) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,-,-,+,-,+,-,+,0,+,-,+,-,+,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-,frct,velr,smpx,cons,plme,voil,frts,,,,,,,
βʷ,1876,(voiced) (labialized) (bilabial) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,0,-,+,-,+,-,+,0,-,-,-,0,0,-,+,-,-,-,0,-,+,-,+,0,-,-,-,-,0,-,-,0,0,-,frct,blab,smpx,cons,plme,void,,,lblz,,,,,
ɽ̤,338,(breathy) (retroflex) (pulmonic-egressive) (flap) (simplex) (consonant),-,+,0,0,-,+,-,+,+,0,-,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,+,+,-,-,-,+,0,0,-,flap,rtfx,smpx,cons,plme,brth,,,,,,,,
βʲ,812,(voiced) (palatalized) (bilabial) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,+,-,+,-,+,-,+,0,+,-,-,+,+,-,+,-,-,-,-,-,+,-,-,0,-,-,-,-,0,-,-,0,0,-,frct,blab,smpx,cons,plme,void,,,pltz,,,,,
ʃʷː,1433,(long) (voiceless) (labialized) (postalveolar) (pulmonic-egressive) (fricative) (simplex) (consonant),-,-,0,0,-,+,-,+,+,+,+,-,-,-,0,0,-,+,0,-,+,0,-,-,-,+,0,-,-,-,-,+,-,-,0,0,-,frct,palv,smpx,cons,plme,voil,,long,lblz,,,,,
kʼʲ,1951,(voiceless) (palatalized) (velar) (glottal-egressive) (stop) (post-glottalized) (consonant),0,-,0,+,-,+,+,-,-,-,0,+,+,-,+,+,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-,stop,velr,tglz,cons,glte,voil,,,pltz,,,,,
eˀ,2218,(voiced) (glottalized) (closemid) (front) (glottal-egressive) (vowel),0,+,-,-,0,-,+,+,-,0,0,+,-,0,+,-,-,-,0,-,-,-,-,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,glte,void,,,gltz,,frnt,,cmid,
æẽ̯,1311,(voiced) (unnasal-nasal) (nearopen and closemid) (front and front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,-,-,-,0,-,-,+|-,+,+,-,0,-,-,+,-,-,0,-,-,+,0,-,,,,vowl,plme,void,,,,,frnt|frnt,unns,nopn|cmid,
ɴɢ,2399,(voiced) (uvular) (pulmonic-egressive) (nasal) (pre-nasalized) (consonant),0,-,0,+,-,+,-,-,-,-,0,+,-,-,-,-,-,-,0,-,-,-,+|-,+,-,0,0,-,+|-,-,-,0,-,-,0,0,-,nasl,uvlr,pnsz,cons,plme,void,,,,,,,,
eː,11,(long) (voiced) (closemid) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,-,-,-,0,-,+,-,-,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,long,,,frnt,,cmid,
χˤː,1053,(long) (voiceless) (pharyngealized) (uvular) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,-,+,-,+,-,+,-,+,0,+,-,-,-,-,-,-,0,-,+,-,-,-,-,0,+,-,-,-,-,0,-,-,0,0,-,frct,uvlr,smpx,cons,plme,voil,,long,phrz,,,,,
ɡᶣ,2470,(voiced) (velar) (pulmonic-egressive) (stop) (simplex) (consonant),0,-,0,+,-,+,-,-,-,-,0,+,-,-,+,+,-,+,0,-,-,-,-,+,-,+,0,-,-,-,-,0,-,-,0,0,-,stop,velr,smpx,cons,plme,void,,,,,,,,
iã,2080,(voiced) (unnasal-nasal) (close and open) (front and front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+|-,+|-,-,-,0,-,-,-|+,+,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,,,,frnt|frnt,unns,clos|open,
x̥,2398,(voiceless) (velar) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,-,-,+,-,+,-,+,0,+,-,-,-,+,-,-,0,-,-,-,-,-,-,0,0,-,-,+,-,0,-,-,0,0,-,frct,velr,smpx,cons,plme,voil,,,,,,,,
ia̟,1545,(voiced) (advanced) (close and open) (front and front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,+|-,-,-,0,-,-,-|+,-,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,advc,,,,frnt|frnt,,clos|open,
ɣ̟ʲ,172,(voiced) (advanced) (palatalized) (velar) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,+,-,+,-,+,-,+,0,+,-,-,+,+,-,-,0,-,-,-,-,+,-,0,0,-,-,-,-,0,-,-,0,0,-,frct,velr,smpx,cons,plme,void,advc,,pltz,,,,,
ɡ̟ʲ,164,(voiced) (advanced) (palatalized) (velar) (pulmonic-egressive) (stop) (simplex) (consonant),0,-,0,+,-,+,-,-,-,-,0,+,-,-,+,+,-,-,0,-,-,-,-,+,-,0,0,-,-,-,-,0,-,-,0,0,-,stop,velr,smpx,cons,plme,void,advc,,pltz,,,,,
eʰ,2883,(voiced) (closemid) (front) (pulmonic-egressive) (post-aspirated) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,-,-,-,0,-,-,-,-,+,-,0,-,-,+,+,-,0,+,-,+,0,-,,,tasp,vowl,plme,void,,,,,frnt,,cmid,
eʲ,2480,(voiced) (palatalized) (closemid and close) (front and front) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,+,+,-,-,0,-,-,-,-,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,,pltz,,frnt|frnt,,cmid|clos,
kxʷʰ,1517,(voiceless) (labialized) (velar) (pulmonic-egressive) (affricate) (post-aspirated) (consonant),0,-,0,-,-,+,-,-,-,+,0,+,-,-,-,+,-,+,0,-,-,-,-,-,-,+,0,-,-,+,-,0,-,-,0,0,-,affr,velr,tasp,cons,plme,voil,,,lblz,,,,,
t̪ʼkxʼ,2615,(voiceless) (alveolovelar) (glottal-egressive) (affricate) (post-glottalized) (consonant),0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,affr,avvl,tglz,cons,glte,voil,,,,,,,,
kǃ̠,1568,(voiceless) (retracted) (alveolar) (velaric-ingressive) (click) (complex) (consonant),-,-,0,-,+,+,-,-,+,-,+,+,-,-,-,+,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-,clck,alvr,cmpx,cons,veli,voil,retr,,,,,,,
ħː,1024,(long) (voiceless) (pharyngeal) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,+,-,+,-,+,-,+,0,+,-,-,-,-,-,-,0,-,+,+,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-,frct,phry,smpx,cons,plme,voil,,long,,,,,,
ɡ̩ʷ,1079,(syllabic) (voiced) (labialized) (velar) (pulmonic-egressive) (stop) (simplex) (consonant),0,-,0,-,-,+,-,-,-,-,0,+,-,-,-,+,-,+,0,-,-,-,-,+,-,+,0,-,-,-,-,0,+,-,0,0,-,stop,velr,smpx,cons,plme,void,,syll,lblz,,,,,
kˤ,984,(voiceless) (pharyngealized) (velar) (glottal-egressive) (stop) (post-glottalized) (consonant),0,-,-,-,-,+,-,-,-,-,0,+,-,-,-,+,-,-,0,-,-,-,-,-,-,0,+,-,-,-,-,0,-,-,0,0,-,stop,velr,tglz,cons,glte,voil,,,phrz,,,,,
kǃ̪,1882,(voiceless) (dental) (velaric-ingressive) (click) (complex) (consonant),+,-,0,-,+,+,-,-,+,-,+,+,-,-,-,+,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-,clck,dntl,cmpx,cons,veli,voil,,,,,,,,
ɣ͈ː,986,(long) (voiced) (fortis) (velar) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,-,-,+,-,+,-,+,0,+,-,+,-,+,-,-,0,-,+,-,-,+,-,0,0,-,-,-,-,0,-,-,0,0,-,frct,velr,smpx,cons,plme,void,frts,long,,,,,,
p,43,(voiceless) (bilabial) (pulmonic-egressive) (stop) (simplex) (consonant),0,-,0,0,-,+,-,-,-,-,0,-,-,-,0,0,-,+,-,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,0,0,-,stop,blab,smpx,cons,plme,voil,,,,,,,,
kǃǃʼ,2652,(voiceless) (retroflex) (glottal-egressive) (click) (post-glottalized) (consonant),+,-,0,-,+,+,+,-,+,-,-,+,+,-,-,+,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-,clck,rtfx,tglz,cons,glte,voil,,,,,,,,
ɡǀ͓,1635,(voiced) (mid-centralized) (dental) (velaric-ingressive) (click) (complex) (consonant),+,-,0,-,+,+,-,-,+,+,+,+,-,-,-,+,-,-,0,-,-,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-,clck,dntl,cmpx,cons,veli,void,mctr,,,,,,,
kǃǃʰ,2653,(voiceless) (retroflex) (velaric-ingressive) (click) (post-aspirated) (consonant),+,-,0,-,+,+,-,-,+,-,-,+,-,-,-,+,-,-,0,-,-,-,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-,clck,rtfx,tasp,cons,veli,voil,,,,,,,,
ɜi,1429,(voiced) (openmid and close) (front and front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,-|+,-|+,-,-,0,-,-,-,-,+,-,0,-,-,+,-,-,0,+,-,-|+,0,-,,,,vowl,plme,void,,,,,frnt|frnt,,omid|clos,
kːʷ,2314,(long) (voiceless) (labialized) (velar) (pulmonic-egressive) (stop) (simplex) (consonant),0,-,0,-,-,+,-,-,-,-,0,+,-,-,-,+,-,+,0,-,+,-,-,-,-,+,0,-,-,-,-,0,-,-,0,0,-,stop,velr,smpx,cons,plme,voil,,long,lblz,,,,,
ɴː,683,(long) (voiced) (uvular) (pulmonic-egressive) (nasal) (simplex) (consonant),0,-,0,+,-,+,-,-,-,0,0,+,-,-,-,-,-,-,0,-,+,-,+,+,-,0,0,-,+,-,-,0,-,-,0,0,-,nasl,uvlr,smpx,cons,plme,void,,long,,,,,,
i̤ˑ,2487,(half-long) (breathy) (close) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,+,-,-,0,-,+,-,-,+,-,0,-,+,+,+,-,0,+,-,+,0,-,,,,vowl,plme,brth,,hlng,,,frnt,,clos,
˩˨,228,(voiced) (pulmonic-egressive) (suprasegmental) (#12),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,12,,,,
˩˥,560,(voiced) (pulmonic-egressive) (suprasegmental) (#15),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,15,,,,
ɡǁx,2592,(voiced) (lateral-release) (alveolar) (velaric-ingressive) (click) (complex) (consonant),+,-,0,-,+,+,-,-,+,-,-,+,-,-,-,+,-,-,0,-,-,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-,clck,alvr,cmpx,cons,veli,void,,,latr,,,,,
ʰt̠ʃ,784,(voiceless) (retracted) (postalveolar) (pulmonic-egressive) (affricate) (pre-aspirated) (consonant),-,-,0,0,-,+,-,-,+,+,+,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,+,-,+,-,-,0,0,-,affr,palv,pasp,cons,plme,voil,retr,,,,,,,
ɖ̤,246,(breathy) (retroflex) (pulmonic-egressive) (stop) (simplex) (consonant),-,-,0,0,-,+,-,-,+,-,-,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,+,-,-,-,-,0,0,-,stop,rtfx,smpx,cons,plme,brth,,,,,,,,
t̪s̪ʼ,1453,(voiceless) (dental) (glottal-egressive) (affricate) (post-glottalized) (consonant),+,-,0,0,-,+,+,-,+,+,+,-,+,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-,affr,dntl,tglz,cons,glte,voil,,,,,,,,
ɖ̰,1778,(creaky) (retroflex) (pulmonic-egressive) (stop) (simplex) (consonant),-,-,0,0,-,+,+,-,+,-,-,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-,stop,rtfx,smpx,cons,plme,crky,,,,,,,,
ə̰̃,2288,(creaky) (nasal-vowel) (mid) (central) (pulmonic-egressive) (vowel),0,+,-,-,0,-,+,+,-,0,0,+,-,0,-,-,-,-,0,-,-,-,+,+,-,0,-,-,+,-,-,0,+,-,-,0,-,,,,vowl,plme,crky,,,,,cntr,vnsl,vmid,
mːʷˠ,2109,(long) (voiced) (labialized and velarized) (bilabial) (pulmonic-egressive) (nasal) (simplex) (consonant),0,-,0,+,-,+,-,-,-,0,0,+,-,-,-,+,-,+,-,-,+,-,+,+,-,+,0,-,+,-,-,0,-,-,0,0,-,nasl,blab,smpx,cons,plme,void,,long,lblz|vlrz,,,,,
β,79,(voiced) (bilabial) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,0,-,+,-,+,-,+,0,-,-,-,0,0,-,+,-,-,-,0,-,+,-,-,0,-,-,-,-,0,-,-,0,0,-,frct,blab,smpx,cons,plme,void,,,,,,,,
eə,2007,(voiced) (closemid and mid) (front and central) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+|-,-,-,-,0,-,-,-,-,+,-,0,-,-,+,-,-,0,+,-,+|-,0,-,,,,vowl,plme,void,,,,,frnt|cntr,,cmid|vmid,
eɘ,2691,(voiced) (closemid and mid) (front and central) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+|-,-,-,-,0,-,-,-,-,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,,,,frnt|cntr,,cmid|vmid,
eɔ,2401,(voiced) (unrounded-rounded) (closemid and openmid) (front and back) (pulmonic-egressive) (vowel),0,+,-,-|+,0,-,-,+,-,0,0,+,-,0,+|-,-,-,-|+,-,-,-,-,-,+,-,+,-,-,+,-,-,0,+,-,+|-,0,-,,,,vowl,plme,void,,,,,frnt|back,urrd,cmid|omid,
ntlʼ,2542,(voiceless) (lateral-release) (alveolar) (glottal-egressive) (affricate) (post-glottalized) (consonant),+,-|+,0,0,-,+,+,-|+,+,-,-,-,+,-,0,0,-,-,0,-|+,-,0,+|-|-,+|-|+,-,0,0,-,+|-|+,-,-,-,-,-,0,0,-,affr,alvr,tglz,cons,glte,voil,,,latr,,,,,
õ̰,2289,(creaky) (nasal-vowel and round) (closemid) (back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,+,+,-,0,0,+,-,0,-,-,-,+,-,-,-,-,+,+,-,+,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,crky,,,,,back,vnsl|roun,cmid,
ɡǂkxʼ,2601,(voiced) (palatal) (glottal-egressive) (click) (post-glottalized) (consonant),-,-,0,-,+,+,+,-,+,-,+,+,+,-,-,+,-,-,0,-,-,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-,clck,palt,tglz,cons,glte,void,,,,,,,,
ɱvʲ,2818,(voiced) (palatalized) (labiodental) (pulmonic-egressive) (fricative) (pre-nasalized) (consonant),0,-,0,+,-,+,-,-|+,-,+,0,+,-,-,+,+,-,+,+,-,-,-,+|-,+,-,-,0,-,+|-,-,-,0,-,-,0,0,-,frct,lbdt,pnsz,cons,plme,void,,,pltz,,,,,
ʁ̞ʷ,1771,(voiced) (lowered) (labialized) (uvular) (pulmonic-egressive) (approximant) (simplex) (consonant),0,-,0,+,-,+,-,+,-,+,0,+,-,-,-,-,-,+,0,-,-,-,-,+,-,+,0,-,-,-,-,0,-,-,0,0,-,appr,uvlr,smpx,cons,plme,void,lwrd,,lblz,,,,,
ɯi,1616,(voiced) (close and close) (back and front) (pulmonic-egressive) (vowel),0,+,-,+|-,0,-,-,+,-,0,0,+,-,0,-|+,+,-,-,0,-,-,-,-,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,,,,back|frnt,,clos|clos,
tɕʰ,1970,(voiceless) (alveolopalatal) (pulmonic-egressive) (affricate) (post-aspirated) (consonant),+,-,0,-,-,+,-,-,+,+,+,+,-,-,+,+,-,-,0,-,-,-,-,-,-,0,0,-,-,+,-,+,-,-,0,0,-,affr,avpl,tasp,cons,plme,voil,,,,,,,,
bv,531,(voiced) (bilabio-labiodental) (pulmonic-egressive) (affricate) (complex) (consonant),0,-,0,0,-,+,-,-,-,+,0,-,-,-,0,0,-,+,+,-,-,0,-,+,-,-,0,-,-,-,-,0,-,-,0,0,-,affr,blbd,cmpx,cons,plme,void,,,,,,,,
l̻ː,1306,(long) (voiced) (laminal) (lateral-release) (dental) (pulmonic-egressive) (approximant) (complex) (consonant),+,+,0,0,-,+,-,+,+,0,+,-,-,-,0,0,-,-,0,+,+,0,-,+,-,0,0,-,+,-,-,-,-,-,0,0,-,appr,dntl,cmpx,cons,plme,void,lmnl,long,latr,,,,,
tɕʷ,2748,(voiceless) (labialized) (alveolopalatal) (pulmonic-egressive) (affricate) (complex) (consonant),+,-,0,-,-,+,-,-,+,+,+,+,-,-,+,+,-,+,0,-,-,-,-,-,-,+,0,-,-,-,-,+,-,-,0,0,-,affr,avpl,cmpx,cons,plme,voil,,,lblz,,,,,
ð,291,(voiced) (interdental) (pulmonic-egressive) (fricative) (simplex) (consonant),+,-,0,0,-,+,-,+,+,+,+,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-,frct,idnt,smpx,cons,plme,void,,,,,,,,
n̠t̠ʃɾ,2816,(voiceless) (retracted) (rhotacized) (postalveolar) (pulmonic-egressive) (affricate) (pre-nasalized) (consonant),-|+,-|+,0,0,-,+,-,-|+,+,+,+|-,-,-,-,0,0,-,-,0,-,-,0,+|-,-|+,-,0,0,-,+|-|+,-,-,+|-,-,-|+,0,0,-,affr,palv,pnsz,cons,plme,voil,retr,,rhtz,,,,,
l̪ʷ,2555,(voiced) (labialized) (dental) (pulmonic-egressive) (affricate) (complex) (consonant),+,+,0,0,-,+,-,+,+,0,+,-,-,-,0,0,-,+,0,+,-,0,-,+,-,+,0,-,+,-,-,-,-,-,0,0,-,affr,dntl,cmpx,cons,plme,void,,,lblz,,,,,
lʲʷ,2737,(voiced) (labialized) (alveolar) (pulmonic-egressive) (approximant) (simplex) (consonant),+,+,0,+,-,+,-,+,+,0,-,+,-,-,+,+,-,+,0,+,-,-,-,+,-,+,0,-,+,-,-,-,-,-,0,0,-,appr,alvr,smpx,cons,plme,void,,,lblz,,,,,
l̻̰,789,(creaky) (laminal) (lateral-release) (dental) (pulmonic-egressive) (approximant) (complex) (consonant),+,+,0,0,-,+,+,+,+,0,+,-,-,-,0,0,-,-,0,+,-,0,-,+,-,0,0,-,+,-,-,-,-,-,0,0,-,appr,dntl,cmpx,cons,plme,crky,lmnl,,latr,,,,,
ɖʐ,220,(voiced) (retroflex) (pulmonic-egressive) (affricate) (complex) (consonant),-,-,0,0,-,+,-,-,+,+,-,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-,affr,rtfx,cmpx,cons,plme,void,,,,,,,,
ʝ,66,(voiced) (palatal) (pulmonic-egressive) (fricative) (simplex) (consonant),-,-,0,-,-,+,-,+,+,+,+,+,-,-,+,+,-,-,0,-,-,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-,frct,palt,smpx,cons,plme,void,,,,,,,,
j̥ʷ,2749,(voiceless) (labialized) (palatal) (pulmonic-egressive) (approximant) (simplex) (consonant),0,+,0,-,-,-,-,+,-,0,0,+,-,-,+,+,-,+,0,-,-,-,-,-,-,+,0,-,+,+,-,0,-,-,+,0,-,appr,palt,smpx,cons,plme,voil,,,lblz,,,,,
i̤,1496,(breathy) (close) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,+,-,-,0,-,-,-,-,+,-,0,-,-,+,+,-,0,+,-,+,0,-,,,,vowl,plme,brth,,,,,frnt,,clos,
ɖʰ,2050,(voiced) (retroflex) (pulmonic-egressive) (stop) (post-aspirated) (consonant),-,-,0,0,-,+,-,-,+,-,-,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,+,-,-,-,-,0,0,-,stop,rtfx,tasp,cons,plme,void,,,,,,,,
ˀkp,2750,(voiceless) (labiovelar) (pulmonic-egressive) (stop) (pre-glottalized) (consonant),0,-,0,-,-,+,+,-,-,-,0,+,-,-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,-,-,-,0,-,-,0,0,-,stop,lvlr,pglz,cons,plme,voil,,,,,,,,
ʋː,1310,(long) (voiced) (labiodental) (pulmonic-egressive) (approximant) (simplex) (consonant),0,+,0,0,-,-,-,+,-,0,0,-,-,-,0,0,-,+,+,-,+,0,-,+,-,-,0,-,+,-,-,0,-,-,0,0,-,appr,lbdt,smpx,cons,plme,void,,long,,,,,,
kʘʼ,2617,(voiceless) (bilabial) (glottal-egressive) (click) (post-glottalized) (consonant),0,-,0,-,+,+,+,-,-,-,0,+,+,-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,-,-,-,0,-,-,0,0,-,clck,blab,tglz,cons,glte,voil,,,,,,,,
qʘʼ,2603,(voiceless) (bilabial) (glottal-egressive) (click) (post-glottalized) (consonant),0,-,0,+,+,+,+,-,-,-,0,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,0,-,-,-,-,0,-,-,0,0,-,clck,blab,tglz,cons,glte,voil,,,,,,,,
t̪θʼ,689,(voiceless) (dental) (glottal-egressive) (affricate) (post-glottalized) (consonant),+,-,0,0,-,+,+,-|+,+,-|+,+,-,+,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-,affr,dntl,tglz,cons,glte,voil,,,,,,,,
kʘʰ,2619,(voiceless) (bilabial) (velaric-ingressive) (click) (post-aspirated) (consonant),0,-,0,-,+,+,-,-,-,-,0,+,-,-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,-,+,-,0,-,-,0,0,-,clck,blab,tasp,cons,veli,voil,,,,,,,,
t̪θʰ,690,(voiceless) (dental) (pulmonic-egressive) (affricate) (post-aspirated) (consonant),+,-,0,0,-,+,-,-|+,+,-|+,+,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-,affr,dntl,tasp,cons,plme,voil,,,,,,,,
˥˦,219,(voiced) (pulmonic-egressive) (suprasegmental) (#54),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,54,,,,
χ,92,(voiceless) (uvular) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,+,-,+,-,+,-,+,0,+,-,-,-,-,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-,frct,uvlr,smpx,cons,plme,voil,,,,,,,,
jeu̯,2197,(brief) (voiced) (unrounded-rounded) (close and closemid and close) (front and front) (pulmonic-egressive) (vowel),0,+,-,-|+,-,-,-,+,-,0,0,+,-,-,+|-,+|-|+,-,-|+,-,-,-,-,-,+,-,+,-,-,+,-,-,0,-,-,+,0,-,,,,vowl,plme,void,,brev,,,frnt|frnt,urrd,clos|cmid|clos,
˩̰,408,(creaky) (pulmonic-egressive) (suprasegmental) (#11),0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,+,0,,,,sseg,plme,crky,,,,11,,,,
ɡ̃,1988,(voiced) (velar) (pulmonic-egressive) (stop) (simplex) (consonant),0,-,0,-,-,+,-,-,-,-,0,+,-,-,-,+,-,-,0,-,-,-,+,+,-,0,0,-,-,-,-,0,-,-,0,0,-,stop,velr,smpx,cons,plme,void,,,,,,,,
ɖː,256,(long) (voiced) (retroflex) (pulmonic-egressive) (stop) (simplex) (consonant),-,-,0,0,-,+,-,-,+,-,-,-,-,-,0,0,-,-,0,-,+,0,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-,stop,rtfx,smpx,cons,plme,void,,long,,,,,,
a̤i̤,1745,(breathy) (open and close) (front and front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,-|+,-|+,-,-,0,-,-,+|-,-,+,-,0,-,-,+,+,-,0,+,-,+,0,-,,,,vowl,plme,brth,,,,,frnt|frnt,,open|clos,
ɪã,2082,(voiced) (unnasal-nasal) (nearclose and open) (front and front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+|-,+|-,-,-,0,-,-,-|+,+,+,-,0,-,-,+,-,-,0,+,-,-,0,-,,,,vowl,plme,void,,,,,frnt|frnt,unns,ncls|open,
t̠ːʃ,869,(long) (voiceless) (retracted) (postalveolar) (pulmonic-egressive) (affricate) (complex) (consonant),-,-,0,0,-,+,-,-,+,+,+,-,-,-,0,0,-,-,0,-,+,0,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-,affr,palv,cmpx,cons,plme,voil,retr,long,,,,,,
dzʼ,1628,(voiced) (alveolar) (glottal-egressive) (affricate) (post-glottalized) (consonant),+,-,0,0,-,+,+,-,+,+,-,-,+,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-,affr,alvr,tglz,cons,glte,void,,,,,,,,
tʰʷ,1887,(voiceless) (labialized) (alveolar) (pulmonic-egressive) (stop) (post-aspirated) (consonant),+,-,0,0,-,+,-,-,+,-,-,-,-,-,0,0,-,+,0,-,-,0,-,-,-,+,0,-,-,+,-,-,-,-,0,0,-,stop,alvr,tasp,cons,plme,voil,,,lblz,,,,,
ɲ,294,(voiced) (palatal) (pulmonic-egressive) (nasal) (simplex) (consonant),-,-,0,-,-,+,-,-,+,0,+,+,-,-,+,+,-,-,0,-,-,-,+,+,-,0,0,-,+,-,-,-,-,-,0,0,-,nasl,palt,smpx,cons,plme,void,,,,,,,,
tʰʲ,2364,(voiceless) (palatalized) (alveolar) (pulmonic-egressive) (stop) (post-aspirated) (consonant),+,-,0,+,-,+,-,-,+,-,-,+,-,-,+,+,-,-,0,-,-,-,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-,stop,alvr,tasp,cons,plme,voil,,,pltz,,,,,
kǀx,2629,(voiceless) (dental) (velaric-ingressive) (click) (complex) (consonant),+,-,0,-,+,+,-,-,+,-,+,+,-,-,-,+,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-,clck,dntl,cmpx,cons,veli,voil,,,,,,,,
